BindingDB MonomerID,IC50 (nM),Ligand SMILES
wild_624763,18,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C12CC(C1)(C2)C(N)=O)c4n3
wild_624768,28,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1C2COCC12)c4n3
wild_667816,0.39,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cc(C)cnc1C)c4n3
wild_667820,0.66,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cc(F)c(C)nc1C)c4n3
wild_667815,1,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cc(F)cnc1C)c4n3
wild_624769,19,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CC1(F)F)c4n3
wild_624764,18,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CC2(COC2)C1)c4n3
wild_624774,13,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CC2CCC(C1)O2)c4n3
wild_667814,0.83,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1ccc(C)nc1C)c4n3
wild_624756,21,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CCC(F)(F)CC1)c4n3
wild_624760,12,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CCCCOC1)c4n3
wild_667819,1.5,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1C(C)(F)F)c4n3
wild_667822,3.1,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1C(F)(F)F)c4n3
wild_667807,0.96,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1C)c4n3
wild_667825,0.48,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1OC(F)(F)F)c4n3
wild_667824,0.32,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1OC(F)F)c4n3
wild_667821,0.57,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1OC1CC1)c4n3
wild_667823,0.44,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1-c1cccnc1OCF)c4n3
wild_624777,13,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CCOC[C@@]1(C)F)c4n3
wild_624778,90,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CCOC[C@]1(C)F)c4n3
wild_624732,9.8,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1C1CCOCC1)c4n3
wild_624742,32,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1CC1(C)COC1)c4n3
wild_624741,14,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1CC12CC(C1)CO2)c4n3
wild_624779,9.4,Cc1c2Nc3ncc4c(Cl)nn(CCCOc2nn1CC1CCOCC1)c4n3
wild_624739,110,Cc1c2Nc3ncc4c(nn(CCCOc2nn1C1CCOCC1)c4n3)C#N
wild_624735,23,Cc1c2Nc3ncc4c(nn(CCCOc2nn1C1CCOCC1)c4n3)C(F)(F)F
wild_624737,210,Cc1c2Nc3ncc4c(nn(CCCOc2nn1C1CCOCC1)c4n3)C1CC1
wild_50026586,194,Cc1cc(\C=C2\C(=O)Nc3ccc(Cl)cc23)cc(C)c1O
wild_620960,1.06,CC1CC(C)(O)CCN1c1cc2nc(Nc3cnn(C4CC4)c3C)ncc2cc1Cl
wild_50526886,20,Cc1cc(cc(C)c1O)-c1ccc2nc(Nc3ccccc3)nn2c1
wild_50603032,4,Cc1cc(cc(C)n1)-c1n[nH]c2ccc(N[C@@H]3CCCc4cc(ccc34)C#N)cc12
wild_50603040,4,Cc1cc(cc(C)n1)-c1n[nH]c2ccc(N[C@@H]3CCOc4cc(ccc34)C#N)cc12
wild_50603036,11,Cc1cc(cc(C)n1)-c1n[nH]c2ccc(N[C@H]3CCCc4cc(ccc34)C#N)cc12
wild_50597165,8.7,Cc1cc(cc(C)n1)-c1n[nH]cc1-c1ccc(cc1)-c1cccc(c1)S(N)(=O)=O
wild_678074,15.1,Cc1cc(cc(C)n1)-n1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)cn1
wild_185458,14,Cc1cc(cc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12)C#N
wild_568931,550,Cc1cc(cc(n1)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_352925,380,Cc1cc(cc2c(n[nH]c12)-c1ccnc(c1)N1CC[C@@H](F)C1)-c1cnn(C)c1
wild_352924,218,Cc1cc(cc2c(n[nH]c12)-c1ccnc(c1)N1CCN(CC1)S(C)(=O)=O)-c1cnn(C)c1
wild_352921,199,Cc1cc(cc2c(n[nH]c12)-c1ccnc(c1)N1CCOCC1)-c1cnn(C)c1
wild_551371,8.32,Cc1cc(Cc2nc3cnc4ccc(cc4c3n2[C@@H]2CC[C@H](F)C2)C#N)no1
wild_551308,14.6,Cc1cc(Cc2nc3cnc4ccc(Cl)cc4c3n2[C@H]2CCOCC2(F)F)no1
wild_551362,6.6,Cc1cc(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CCOC(C2)C(F)F)no1
wild_551363,11.4,Cc1cc(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CCOCC2(F)F)no1
wild_254932,4,Cc1cc(ccc1CN1CCOCC1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12
wild_254924,620,Cc1cc(ccc1CN1CCOCC1)-c1ccnc2[nH]cc(C#N)c12
wild_568904,550,Cc1cc(ccc1F)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_50603002,50,Cc1cc(ccc1Oc1ccc2[nH]nc(-c3ccncc3)c2c1)C#N
wild_50250329,55,Cc1cc(ccn1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12
wild_50250335,158,Cc1cc(ccn1)-c1cc(Nc2nn(C)cc2Cl)nc2[nH]cc(C#N)c12
wild_50603031,14,Cc1cc(ccn1)-c1n[nH]c2ccc(N[C@@H]3CCCc4cc(ccc34)C#N)cc12
wild_50603039,29,Cc1cc(ccn1)-c1n[nH]c2ccc(N[C@@H]3CCOc4cc(ccc34)C#N)cc12
wild_50603035,8,Cc1cc(ccn1)-c1n[nH]c2ccc(N[C@H]3CCCc4cc(ccc34)C#N)cc12
wild_50603021,2,Cc1cc(ccn1)-c1n[nH]c2ccc(Nc3ccc(cc3C#N)C#N)cc12
wild_50603022,1,Cc1cc(ccn1)-c1n[nH]c2ccc(Nc3ccccc3C#N)cc12
wild_50597158,6.2,Cc1cc(ccn1)-c1n[nH]cc1-c1ccc(cc1)-c1cccc(c1)S(N)(=O)=O
wild_678071,12.6,Cc1cc(ccn1)-n1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)cn1
wild_514987,550,Cc1cc(Cl)ccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_568933,5500,Cc1cc(cnc1C(=O)Nc1cc(C)c2[nH]nc(-c3ccoc3)c2c1)C#N
wild_568996,550,Cc1cc(cnc1C(=O)Nc1cc(F)c2[nH]nc(-c3ccoc3)c2c1)C#N
wild_569008,5500,Cc1cc(cnc1C(=O)Nc1cc2c(n[nH]c2cn1)-c1ccoc1)C#N
wild_568959,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(Br)c2c1)C#N
wild_569004,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(=O)n(C)c3)c2c1)C#N
wild_568961,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(cc3)C(=O)N3CCOCC3)c2c1)C#N
wild_568923,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(cc3)N3CCOCC3)c2c1)C#N
wild_568992,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(Cl)s3)c2c1)C#N
wild_568955,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(CN4CCOCC4)s3)c2c1)C#N
wild_568913,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(nc3)C(F)(F)F)c2c1)C#N
wild_568984,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc(s3)C#N)c2c1)C#N
wild_568924,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccc4ocnc4c3)c2c1)C#N
wild_568894,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cccc(c3)C#N)c2c1)C#N
wild_568912,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cccc(c3)C(F)(F)F)c2c1)C#N
wild_568915,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cccc(c3)C3CC3)c2c1)C#N
wild_569172,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cccc(c3)P(C)(C)=O)c2c1)C#N
wild_568907,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cccc(OC(F)(F)F)c3)c2c1)C#N
wild_568893,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccccc3)c2c1)C#N
wild_568967,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccccn3)c2c1)C#N
wild_568903,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cccnc3)c2c1)C#N
wild_568882,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccco3)c2c1)C#N
wild_569005,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccn(C)c(=O)c3)c2c1)C#N
wild_569006,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccn(C)n3)c2c1)C#N
wild_568966,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccnc(c3)C#N)c2c1)C#N
wild_568884,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccncc3)c2c1)C#N
wild_569125,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccnnc3)c2c1)C#N
wild_568954,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccno3)c2c1)C#N
wild_568867,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_568953,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2n1)C#N
wild_568926,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccsc3)c2c1)C#N
wild_569094,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cn(C)nn3)c2c1)C#N
wild_568895,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cncc(c3)C#N)c2c1)C#N
wild_568890,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cncc(c3)N3CCOCC3)c2c1)C#N
wild_568974,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cncc(Cl)c3)c2c1)C#N
wild_568964,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cnco3)c2c1)C#N
wild_568963,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cncs3)c2c1)C#N
wild_568885,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cnn(c3)C(F)F)c2c1)C#N
wild_568999,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cnoc3)c2c1)C#N
wild_569109,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(C3COC3)c2c1)C#N
wild_569009,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-c3cscn3)c2c1)C#N
wild_568940,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(I)c2c1)C#N
wild_569107,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(N3CC(F)(F)C3)c2c1)C#N
wild_569106,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(N3CCC3)c2c1)C#N
wild_568989,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-n3cccn3)c2c1)C#N
wild_568979,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-n3ccnc3)c2c1)C#N
wild_569095,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(-n3ccoc3=O)c2c1)C#N
wild_568988,5500,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(NC(=O)c3ccccc3)c2c1)C#N
wild_569108,550,Cc1cc(cnc1C(=O)Nc1ccc2[nH]nc(OCc3ccccc3)c2c1)C#N
wild_569014,5500,Cc1cc(cnc1C(=O)Nc1ncc2[nH]nc(-c3ccoc3)c2n1)C#N
wild_569126,550,Cc1cc(cnn1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_522394,23.1,CC1CC(CO1)c1nc2cnc3ccc(Cl)cc3c2n1[C@@H]1CCO[C@H](C)C1
wild_515001,550,Cc1cc(F)c(O)cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514996,550,Cc1cc(F)cc(C)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_568914,550,Cc1cc(F)cc(c1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_514997,550,Cc1cc(F)ccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_515025,55,Cc1cc(F)ncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_50483786,13200,Cc1cc(N\N=C\c2ccc(O)c(O)c2)nc2ccccc12
wild_50483787,4100,Cc1cc(N\N=C\c2ccncc2)nc2ccccc12
wild_568941,5500,Cc1cc(NC(=O)c2cccc(C#N)c2C)cc2c(n[nH]c12)-c1ccoc1
wild_568938,5500,Cc1cc(nc(C)c1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_228657,200,Cc1cc(Nc2nc(nc3ccccc23)-c2ccccc2)n[nH]1
wild_620874,16.3,Cc1cc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)sn1
wild_620841,0.793,Cc1cc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)sn1
wild_568947,550,Cc1cc(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_568902,550,Cc1cc(ncc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_569015,550,Cc1cc(nnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_185579,64.7,Cc1cc(on1)C1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_185538,23,Cc1cc(sn1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_620859,0.64,Cc1cc2cnc(Nc3cnn(c3Cl)C3(C)CC3)nc2cc1N1CCN(CC1)C1(C)COC1
wild_620866,20.9,Cc1cc2cnc(Nc3cnn(c3Cl)C34CC(C3)C4)nc2cc1N1CC2(CN(C2)C2COCC2O)C1
wild_620977,0.267,Cc1cc2cnc(Nc3cnn(c3Cl)C34CC(C3)C4)nc2cc1N1CCN(CC1)C1(C)COCC1O
wild_620862,1.05,Cc1cc2cnc(Nc3cnn(c3Cl)C34CC(C3)C4)nc2cc1N1CCN(CC1)C1COCC1O
wild_620865,25.1,Cc1cc2cnc(Nc3cnn(c3Cl)C34CC(F)(C3)C4)nc2cc1N1CCNCC1
wild_620855,0.42,Cc1cc2cnc(Nc3cnn(C4CC4(F)F)c3Cl)nc2cc1N1CCN(CC1)C1(C)COCC1O
wild_620851,0.105,Cc1cc2cnc(Nc3cnn(C4CC4(F)F)c3Cl)nc2cc1N1CCN(CC1)C1COCC1O
wild_620864,11.6,Cc1cc2cnc(Nc3cnn(C4CC4(F)F)c3Cl)nc2cc1N1CCNCC1
wild_620774,12.1,Cc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1N1CCC(C)(O)CC1
wild_620860,5.67,Cc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1N1CCN(CC1)C1(C)COC1
wild_620856,0.403,Cc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1N1CCN(CC1)C1(C)COCC1O
wild_620858,0.17,Cc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1N1CCN(CC1)C1COCC1O
wild_492393,25.1,Cc1cc2cnn(-c3cc(nc(C)n3)N3CCO[C@@H](CO)C3)c2cc1C1CCNCC1
wild_492392,12.6,Cc1cc2cnn(-c3cc(nc(C)n3)N3CCO[C@H](CO)C3)c2cc1C1CCN(CC1)C1COC1
wild_50552706,259,Cc1cc2cnn(-c3cnn(c3)C34CC(C3)C4)c2cc1N1CCN(CC1)[C@@H]1COC[C@@H]1O
wild_50603015,197,Cc1ccc(C#N)c(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c1
wild_514990,550,Cc1ccc(c(C)c1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514992,550,Cc1ccc(C)c(c1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_50535081,1259,Cc1ccc(cc1)-c1cc2nccnc2c(NCCCCN)n1
wild_239531,251.1,Cc1ccc(cc1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_50250346,1639,Cc1ccc(cc1)-c1ccnc2[nH]cc(C#N)c12
wild_50470162,57000,Cc1ccc(cc1)-c1cnc(N)c(c1)-c1cn(C)cn1
wild_50470159,13000,Cc1ccc(cc1)-c1cnc(N)c(c1)-c1cn[nH]c1
wild_50260924,6700,Cc1ccc(cc1)-c1cnc(N)c(c1)-c1cnn(C)c1
wild_50260922,2200,Cc1ccc(cc1)-c1cnc(N)c(c1)-c1nnc(o1)C1CC1
wild_568909,550,Cc1ccc(cc1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_568881,550,Cc1ccc(cc1C)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_50597146,50,Cc1ccc(cc1-c1ccc(cc1)-c1c[nH]nc1-c1ccncc1)S(N)(=O)=O
wild_514975,550,Cc1ccc(cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1)C#N
wild_514998,550,Cc1ccc(cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1)-c1cc[nH]c1
wild_514986,550,Cc1ccc(cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1)-c1cc[nH]n1
wild_515014,550,Cc1ccc(cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1)-n1cccn1
wild_568916,550,Cc1ccc(cc1F)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_185455,22,Cc1ccc(Cl)c(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_514984,550,Cc1ccc(Cl)cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_568908,550,Cc1ccc(cn1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_185446,91,Cc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_514969,55,Cc1ccc(F)cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514981,550,Cc1ccc(N)cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_50434582,3300,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(n1)-c1cccnc1
wild_50603013,6,Cc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c(c1)C#N
wild_514970,55,Cc1ccc(O)cc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_50269819,13,Cc1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_185472,54,Cc1ccc(OCC2CN(CCO2)c2ncnc3[nH]cc(-c4cnn(C)c4)c23)cn1
wild_620803,9.09,CC1CCC11CN(C1)c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_50526887,330,Cc1ccc2nc(NC(=O)c3ccc(cc3)N3CCOCC3)sc2c1
wild_50603014,8,Cc1cccc(C#N)c1Nc1ccc2[nH]nc(-c3ccncc3)c2c1
wild_515000,550,Cc1cccc(C)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_185456,13,Cc1cccc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_254929,15,Cc1cccc(c1)-c1cc(N)nc2[nH]cc(C#N)c12
wild_254931,1,Cc1cccc(c1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12
wild_254919,170,Cc1cccc(c1)-c1ccnc2[nH]cc(C#N)c12
wild_568911,550,Cc1cccc(c1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_514980,550,Cc1cccc(c1C)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_515010,550,Cc1cccc(Cl)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514960,550,Cc1cccc(F)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_50250353,28,Cc1cccc(n1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12
wild_254938,393,Cc1cccc(n1)-c1cc(Nc2nn(C)cc2C(F)(F)F)nc2[nH]cc(C#N)c12
wild_50250328,44,Cc1cccc(n1)-c1cc(Nc2nn(C)cc2Cl)nc2[nH]cc(C#N)c12
wild_569035,550,Cc1cccc(n1)-c1n[nH]c2ccc(NC(=O)c3ncc(C#N)c(C)c3C)cc12
wild_568965,550,Cc1cccc(n1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_50269795,63,Cc1cccc(NC(=O)c2cc(Br)ccc2OCc2ccccc2)c1
wild_50603012,8,Cc1cccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c1C#N
wild_50250345,26163,Cc1ccccc1-c1ccnc2[nH]cc(C#N)c12
wild_50396160,10,Cc1ccccc1Nc1nc2ccc(cn2n1)-c1cc(C)c(O)c(C)c1
wild_185397,70,CC1CCCN(C1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_185426,21,CC1CCN(C1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_185418,91,CC1CCN(CC1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_620790,35.3,CC1CCN1c1cc2nc(Nc3cnn(c3)C3CCN(CC3)C3(C)COC3)ncc2cc1Cl
wild_620789,34.3,CC1CCN1c1cc2nc(Nc3cnn(c3)C3CN(CC(C)(C)O)C3)ncc2cc1Cl
wild_185534,43,Cc1ccnc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_50250351,205,Cc1ccnc(c1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12
wild_254936,145,Cc1ccnc(c1)-c1cc(Nc2nn(C)cc2Cl)nc2[nH]cc(C#N)c12
wild_515005,550,Cc1ccnc(F)c1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_514964,550,Cc1ccncc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_634400,55,CC1CCOc2ccc3[nH]nc(-c4cnn(CCOC(=O)N1)c4)c3c2
wild_514999,55,Cc1ccsc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_254937,36,Cc1cn(C)nc1Nc1cc(-c2cccc(C)n2)c2c(c[nH]c2n1)C#N
wild_254940,210,Cc1cn(C)nc1Nc1cc(-c2ccnc(C)c2)c2c(c[nH]c2n1)C#N
wild_50250333,43,Cc1cn(C)nc1Nc1cc(-c2cncc(C)c2)c2c(c[nH]c2n1)C#N
wild_620822,3.52,CC1CN(C1)C1CCN(CC1)c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_620710,12.7,CC1CN(C1)C1CCN(CC1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_551349,9.31,Cc1cn(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CCOCC2(F)F)nn1
wild_620766,0.821,CC1CN(CCC1(C)O)c1cc2nc(Nc3cnn(C4CC4)c3C)ncc2cc1Cl
wild_620971,0.088,CC1CN(CCN1c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl)C1COCC1O
wild_620969,4.36,CC1CN(CCN1C1COCC1O)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_620699,5.49,CC1CN(CCN1CC(C)(C)O)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_50470160,9100,Cc1cn(nn1)-c1cc(cnc1N)-c1ccc(C)cc1
wild_551380,13,Cc1cnc(Cc2nc3cnc4ccc(Cl)cc4c3n2[C@@H]2CC[C@H](F)C2)cn1
wild_551311,11.8,Cc1cnc(Cc2nc3cnc4ccc(Cl)cc4c3n2[C@@H]2CCOCC2(F)F)cn1
wild_551310,47.9,Cc1cnc(Cc2nc3cnc4ccc(Cl)cc4c3n2[C@H]2CCOCC2(F)F)cn1
wild_185508,36,Cc1cncc(c1)-c1c[nH]c2ncnc(N3CCCC(O)C3)c12
wild_50059312,18,Cc1cncc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_254939,27,Cc1cncc(c1)-c1cc(Nc2ccn(C)n2)nc2[nH]cc(C#N)c12
wild_254935,358,Cc1cncc(c1)-c1cc(Nc2nn(C)cc2C(F)(F)F)nc2[nH]cc(C#N)c12
wild_50250334,67,Cc1cncc(c1)-c1cc(Nc2nn(C)cc2Cl)nc2[nH]cc(C#N)c12
wild_678072,18.2,Cc1cnccc1-n1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)cn1
wild_569050,550,Cc1coc(n1)-c1n[nH]c2ccc(NC(=O)c3ncc(C#N)c(C)c3C)cc12
wild_678081,135,CC1COc2c(cnn2C1)-c1cccc(n1)C(=O)Nc1cnn(CC2CCC2)c1
wild_239535,2.58,Cc1n[nH]c(C)c1-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_678100,813,Cc1n[nH]c(C)c1-c1cccc(n1)C(=O)Nc1cnn(CC2CCC2)c1
wild_569169,550,Cc1n[nH]c2ccc(NC(=O)c3c(F)ccc(C#N)c3C)cc12
wild_568865,550,Cc1n[nH]c2ccc(NC(=O)c3ccc(cc3C)C#N)cc12
wild_569178,5500,Cc1n[nH]c2ccc(NC(=O)c3nc(C)c(C#N)c(C)c3C)cc12
wild_569128,550,Cc1n[nH]c2ccc(NC(=O)c3nc(C)c(C#N)c(C)c3Cl)cc12
wild_569150,550,Cc1n[nH]c2ccc(NC(=O)c3ncc(C#N)c(C)c3C)cc12
wild_569179,550,Cc1n[nH]c2ccc(NC(=O)c3ncc(C#N)c(C)c3Cl)cc12
wild_50507973,3000,Cc1n[nH]c2ccnc(N3CCOCC3)c12
wild_50507983,4700,Cc1n[nH]c2ccnc(NC3CC3)c12
wild_50507975,97,Cc1n[nH]c2ccnc(Nc3ccc(C)cc3)c12
wild_50507956,390,Cc1n[nH]c2ccnc(Nc3ccc(Cl)cc3)c12
